41,C15orf40,chr15q25.2,REPLACE_NULL,REPLACE_NULL
42,RAXL1,chr19p13.3,REPLACE_NULL,REPLACE_NULL
43,MFAP3,chr5q32-q33.2,ENSG00000037749,600491
44,EYA3,chr1p36,ENSG00000158161,601655
45,GIMAP1,chr7q36.1,ENSG00000106560,608084
46,KLK8,chr19q13.3-q13.4,ENSG00000129455,605644
47,CCDC65,chr12q13.12,ENSG00000139537,REPLACE_NULL
48,FAM122C,chrXq26.3,ENSG00000156500,REPLACE_NULL
49,CCDC11,chr18q21.1,ENSG00000172361,REPLACE_NULL
50,ARMCX4,chrXq22.1,REPLACE_NULL,REPLACE_NULL
51,RBBP6,chr16p12.2,REPLACE_NULL,600938
52,MGC16385,chr16q24.3,REPLACE_NULL,REPLACE_NULL
53,TRIOBP,chr22q13.1,ENSG00000100106,609761
54,CATSPER1,chr11q12.1,ENSG00000175294,606389
55,HOXD4,chr2q31.1,ENSG00000170166,142981
56,GSC,chr14q32.1,ENSG00000133937,138890
57,SP7,chr12q13.13,REPLACE_NULL,606633
58,PDE7A,chr8q13,REPLACE_NULL,171885
59,CNOT7,chr8p22-p21.3,REPLACE_NULL,604913
60,CRYZL1,chr21q21.3,REPLACE_NULL,603920
61,PRSS33,chr16p13.3,ENSG00000103355,REPLACE_NULL
62,C19orf26,chr19p13.3,ENSG00000099625,REPLACE_NULL
63,C8orf45,chr8q13.1,REPLACE_NULL,REPLACE_NULL
64,TIRAP,chr11q24.2,ENSG00000150455,606252
65,LEAP2,chr5q31.1,ENSG00000164406,REPLACE_NULL
66,MSI2,chr17q22,ENSG00000153944,607897
67,SCIN,chr7p21.3,REPLACE_NULL,REPLACE_NULL
68,CTCFL,chr20q13.31,ENSG00000124092,607022
69,C4orf33,chr4q28.2,ENSG00000151470,REPLACE_NULL
70,FAM18B2,chr17p12,ENSG00000108442,REPLACE_NULL
71,RDH10,chr8q21.11,ENSG00000121039,607599
72,USP32,chr17q23.2,ENSG00000154548,607740
73,FAM71A,chr1q32.3,ENSG00000162771,REPLACE_NULL
74,C5orf29,chr5q11.2,ENSG00000175857,REPLACE_NULL
75,FLJ30901,chr22q13.31,REPLACE_NULL,REPLACE_NULL
76,C8orf47,chr8q22.2,ENSG00000177459,REPLACE_NULL
77,C1orf65,chr1q41,ENSG00000178395,REPLACE_NULL
78,ENTHD1,chr22q13.1,ENSG00000176177,REPLACE_NULL
79,TSSK3,chr1p35-p34,ENSG00000162526,607660
80,WFDC6,chr20q13.12,ENSG00000149653,REPLACE_NULL
81,CLEC12A,chr12p13.2,ENSG00000172322,REPLACE_NULL
82,BRF1,chr14q,ENSG00000185024,604902
83,C15orf27,chr15q24.2,ENSG00000169758,REPLACE_NULL
84,CALML6,chr1p36.33,ENSG00000169885,610171
85,NALP5,chr19q13.42,REPLACE_NULL,609658
86,ODF4,chr17p13.1,ENSG00000184650,610097
87,CLEC4F,chr2p13.3,ENSG00000152672,REPLACE_NULL
88,DEFB106A,chr8p23.1,ENSG00000186579,REPLACE_NULL
89,WFDC9,chr20q12-q13.1,ENSG00000180205,REPLACE_NULL
90,NEDD1,chr12q23.1,ENSG00000139350,600372
91,TTLL10,chr1p36.33,ENSG00000162571,REPLACE_NULL
92,CALR3,chr19p13.11,ENSG00000141979,REPLACE_NULL
93,C10orf25,chr10q11.21,ENSG00000165511,REPLACE_NULL
94,ETV3,chr1q21-q23,ENSG00000117036,164873
95,KLHL10,chr17q21.2,ENSG00000161594,608778
96,TM2D3,chr15q26.3,ENSG00000184277,610014
97,ZNF485,chr10q11.21,ENSG00000198298,REPLACE_NULL
98,WDR17,chr4q34,ENSG00000150627,609005
99,FLJ35773,chr17p13.1,ENSG00000185156,REPLACE_NULL
100,CDH23,chr10q21-q22,ENSG00000107736,601067
101,ANKAR,chr2q32.2,ENSG00000151687,609803
102,MEGF11,chr15q22.31,ENSG00000157890,REPLACE_NULL
103,ADMR,chr12q13.3,ENSG00000166856,605307
104,ESX1,chrXq22.1,ENSG00000123576,300154
105,C8orf12,chr8p23-p22,REPLACE_NULL,REPLACE_NULL
106,SCGB1C1,chr11p15.5,ENSG00000188076,610176
107,DNAJC5G,chr2p23.3,ENSG00000163793,REPLACE_NULL
108,PQWD,chr19q13.11,ENSG00000166359,REPLACE_NULL
109,C9orf65,chr9q21.13,ENSG00000156035,REPLACE_NULL
110,MBD3L2,chr19p13.2,ENSG00000184301,607964
111,ADAMTSL1,chr9p22.2-p22.1,ENSG00000147892,609198
112,MBD3L1,chr19p13.2,ENSG00000170948,607963
113,FAM46D,chrXq21.1,ENSG00000174016,REPLACE_NULL
114,SERPINB11,REPLACE_NULL,REPLACE_NULL,REPLACE_NULL
115,C21orf100,chr21q21.3,ENSG00000178446,REPLACE_NULL
116,DSCR10,chr21q22.13,ENSG00000181425,REPLACE_NULL
117,ABHD11,chr7q11.23,ENSG00000106077,REPLACE_NULL
118,CENTB2,chr3q29,ENSG00000114331,607766
119,GAMT,chr19p13.3,REPLACE_NULL,601240
120,PLCD3,chr17q21.31,ENSG00000161714,608795
121,IRF6,chr1q32.3-q41,ENSG00000117595,119300
122,PTPRC,chr1q31-q32,ENSG00000081237,126200
123,MAN1A2,chr1p13,ENSG00000198162,604345
124,RAPH1,chr2q33,ENSG00000173166,609035
125,SMCR8,chr17p11.2,ENSG00000176994,REPLACE_NULL
126,LACTB,chr15q22.1,REPLACE_NULL,608440
127,BNC1,chr15q25.2,ENSG00000169594,601930
128,MPP4,chr2q33.2,ENSG00000082126,606575
129,LACE1,chr6q22.1,ENSG00000135537,REPLACE_NULL
130,IDI2,chr10p15.3,ENSG00000148377,REPLACE_NULL
131,CYP11B1,chr8q21,ENSG00000160882,103900
132,TBN,chr6p21.1,ENSG00000137413,609514
133,COBL,chr7p12.1,ENSG00000106078,610317
134,SLAMF6,chr1q23.2,ENSG00000162739,606446
135,ZNF31,chr1p34.3,ENSG00000121903,REPLACE_NULL
136,GPBAR1,chr2q35,ENSG00000179921,610147
137,RHBDL2,chr1p34.3,ENSG00000158315,608962
138,FRAS1,chr4q21.21,ENSG00000138759,219000
139,BRSK1,chr19q13.4,ENSG00000160469,609235
140,CRB2,chr9q33.2,ENSG00000148204,609720
141,KCNE4,chr2q36.3,ENSG00000152049,607775
142,CD300LG,chr17q21.31,ENSG00000161649,REPLACE_NULL
143,SLC34A3,chr9q34,ENSG00000198569,241530
144,CPA6,chr8q13.2,ENSG00000165078,609562
145,WBP2NL,chr22q13.2,REPLACE_NULL,REPLACE_NULL
146,HIPK1,chr1p13.2,ENSG00000163349,608003
147,MTBP,chr8q24.12,ENSG00000172167,605927
148,ACVR1C,chr2q24.1,ENSG00000123612,608981
149,TMEM74,chr8q23.1,ENSG00000164841,REPLACE_NULL
150,TIGD4,chr4q31.3,ENSG00000169989,REPLACE_NULL
151,ART5,chr11p15.4,ENSG00000167311,REPLACE_NULL
152,FAM71C,chr12q23.1,ENSG00000180219,REPLACE_NULL
153,C21orf69,chr21q22.3,REPLACE_NULL,REPLACE_NULL
154,NALP11,chr19q13.42,ENSG00000179873,609664
155,ATP6V1C2,REPLACE_NULL,ENSG00000143882,REPLACE_NULL
156,CLDN19,chr1p34.2,ENSG00000164007,610036
157,VTI1A,chr10q25.2,ENSG00000151532,REPLACE_NULL
158,KIF6,chr6p21.2,ENSG00000164627,REPLACE_NULL
159,IQCD,chr12q24.13,ENSG00000166578,REPLACE_NULL
160,TAGAP,chr6q25.3,ENSG00000164691,609667
161,STON2,chr14q31.1,ENSG00000140022,608467
162,SERPINA12,chr14q32.13,ENSG00000165953,REPLACE_NULL
163,LETM2,chr8p12,ENSG00000165046,REPLACE_NULL
164,BSND,chr1p32.1,ENSG00000162399,602522
165,CLEC4C,chr12p13.2-p12.3,ENSG00000198178,606677
166,CARD12,chr2p22-p21,ENSG00000091106,606831
167,PRSS36,chr16p11.2,ENSG00000178226,REPLACE_NULL
168,ZDHHC15,chrXq13.3,ENSG00000102383,300576
169,RAI1,chr17p11.2,ENSG00000108557,182290
170,ALS2CR7,chr2q33.2,ENSG00000138395,REPLACE_NULL
171,ZNF570,chr19q13.12,ENSG00000171827,REPLACE_NULL
172,C8orf6,chr8p23.1,REPLACE_NULL,REPLACE_NULL
173,NUDT9P1,chr10q23.33,REPLACE_NULL,REPLACE_NULL
174,BTBD16,chr10q26.13,ENSG00000138152,REPLACE_NULL
175,RTP3,chr3p21.3,ENSG00000163825,607181
176,C21orf29,chr21q22.3,ENSG00000175894,REPLACE_NULL
177,MIPOL1,chr14q13.3-q21.1,ENSG00000151338,135750
178,C6orf141,chr6p12.3,REPLACE_NULL,REPLACE_NULL
179,LOC200420,chr2p13.2,ENSG00000163016,REPLACE_NULL
180,MYO3B,chr2q31.1-q31.2,ENSG00000071909,610040
181,ADAM21,chr14q24.1,ENSG00000139985,603713
182,FLJ25801,chr4q35.2,ENSG00000179046,REPLACE_NULL
183,ABCC13,chr21q11.2,ENSG00000155288,608835
184,IL12RB1,chr19p13.1,ENSG00000096996,209950
185,ALF,chr2p16.3,REPLACE_NULL,605358
186,TRPV3,chr17p13.3,ENSG00000167723,607066
187,CNBD1,chr8q21.3,ENSG00000176571,REPLACE_NULL
188,ABCC12,chr16q12.1,ENSG00000140798,607041
189,MMP21,chr10q26.2,ENSG00000154485,608416
190,MDAC1,chr19q13.42,ENSG00000160472,REPLACE_NULL
191,GAS2L2,chr17q12,ENSG00000132139,REPLACE_NULL
192,KCNG4,chr16q24.1,REPLACE_NULL,607603
193,PXT1,chr6p21.31,ENSG00000179165,REPLACE_NULL
194,CACNG5,chr17q24,ENSG00000075429,606405
195,C21orf74,chr21q21.1,ENSG00000184856,REPLACE_NULL
196,CXorf52,chrXq28,ENSG00000203874,REPLACE_NULL
197,WFDC11,chr20q13.12,ENSG00000180083,REPLACE_NULL
198,IL28A,chr19q13.13,ENSG00000197110,607401
199,JAK1,chr1p32.3-p31.3,ENSG00000162434,147795
200,CDC42SE2,chr5q31.1,ENSG00000158985,REPLACE_NULL
201,ACACB,chr12q24.11,ENSG00000076555,601557
202,RFWD2,chr1q25.1-q25.2,ENSG00000143207,608067
203,STX6,chr1q25.3,ENSG00000135823,603944
204,ANLN,chr7p15-p14,ENSG00000011426,REPLACE_NULL
205,SPRR4,chr1q21.3,ENSG00000184148,REPLACE_NULL
206,POLR2J2,chr7q11.22,ENSG00000197373,609881
207,HSH2D,chr19p13.11,ENSG00000196684,608349
208,TRNT1,REPLACE_NULL,ENSG00000072756,REPLACE_NULL
209,TMEM163,chr2q21.3,ENSG00000152128,REPLACE_NULL
210,ARHGAP5,chr14q12,ENSG00000100852,602680
211,HERPUD2,chr7p14.2,ENSG00000122557,REPLACE_NULL
212,PTDSR,chr17q25,ENSG00000070495,604914
213,SRCAP,chr16p11.2,ENSG00000080603,REPLACE_NULL
214,MAP3K6,chr1p36.11,ENSG00000142733,604468
215,ARSG,chr17q24.2,ENSG00000141337,610008
216,ZNF101,chr19p13.11,ENSG00000181896,603983
217,PTPN11,chr12q24,REPLACE_NULL,151100
218,KLHDC7B,chr22q13.33,ENSG00000130487,REPLACE_NULL
219,ATAD3A,chr1p36.33,ENSG00000197785,REPLACE_NULL
220,ZNF626,chr19p12,ENSG00000188171,REPLACE_NULL
221,PHC3,chr3q26.2,ENSG00000173889,REPLACE_NULL
222,IL11RA,chr9p13,ENSG00000137070,600939
223,TNFRSF10A,chr8p21,ENSG00000104689,603611
224,RFFL,chr17q12,ENSG00000092871,609735
225,HPS4,chr22cen-q12.3,ENSG00000100099,203300
226,UHMK1,chr1q23.3,ENSG00000152332,608849
227,TXNDC2,REPLACE_NULL,ENSG00000168454,REPLACE_NULL
228,NAV3,REPLACE_NULL,ENSG00000067798,REPLACE_NULL
229,C5orf22,chr5p13.3,ENSG00000082213,REPLACE_NULL
230,PCDHGB7,chr5q31,REPLACE_NULL,606304
231,ERC1,chr12p13.3,ENSG00000082805,607127
232,FLCN,chr17p11.2,ENSG00000154803,114500
233,MGC14425,chr10q21.3,REPLACE_NULL,REPLACE_NULL
234,LRRC7,chr1p31.1,ENSG00000033122,REPLACE_NULL
235,SH2D3C,chr9q34.11,ENSG00000095370,604722
236,PPP1R3B,chr8p23.1,ENSG00000173281,REPLACE_NULL
237,LOC286044,chr8p23.1,REPLACE_NULL,REPLACE_NULL
238,SLC9A7,chrXp11.3-p11.23,ENSG00000065923,300368
239,IGSF3,chr1p13,ENSG00000143061,603491
240,RFXDC1,chr6q22.2,ENSG00000185002,REPLACE_NULL
241,DIRC1,chr2q33,ENSG00000174325,606423
242,DNAJB7,chr22q13.2,REPLACE_NULL,REPLACE_NULL
243,UCN3,chr10p15.1,ENSG00000178473,605901
244,DIP2A,chr21q22.3,ENSG00000160305,607711
245,USP28,chr11q23,ENSG00000048028,REPLACE_NULL
246,CASC5,chr15q14,ENSG00000137812,609173
247,SENP8,chr15q23,ENSG00000166192,608659
248,GRHL1,chr2p25.1,ENSG00000134317,609786
249,C20orf152,chr20q11.23,ENSG00000149646,REPLACE_NULL
250,CASKIN1,chr16p13.3,REPLACE_NULL,REPLACE_NULL
251,CACNA2D4,chr12p13.33,ENSG00000151062,608171
252,ARL11,chr13q14.3,ENSG00000152213,151400
253,SLC2A13,chr12q12,ENSG00000151229,REPLACE_NULL
254,NIPA1,chr15q11.2,ENSG00000170113,600363
255,MGC16703,chr22q11.21,REPLACE_NULL,REPLACE_NULL
256,COP1,REPLACE_NULL,ENSG00000204397,REPLACE_NULL
257,CASP1,chr11q23,ENSG00000137752,147678
258,DUSP19,chr2q32.1,REPLACE_NULL,REPLACE_NULL
259,CYB5D1,chr17p13.1,ENSG00000182224,REPLACE_NULL
260,NMNAT2,chr1q25,ENSG00000157064,608701
261,SLC4A1,chr17q21-q22,ENSG00000004939,109270
262,CREG2,chr2q11.2,ENSG00000175874,REPLACE_NULL
263,RXFP1,chr4q32.1,ENSG00000171509,606654
264,FLJ23577,chr5p13.2,ENSG00000152582,610172
265,CEP170,chr1q44,ENSG00000143702,REPLACE_NULL
266,HARS2,chr20p11.23,REPLACE_NULL,REPLACE_NULL
267,CASC4,chr15q15.3,REPLACE_NULL,REPLACE_NULL
268,FGF1,chr5q31,ENSG00000113578,131220
269,ARPP-21,chr3p22.3,REPLACE_NULL,605488
270,OTEX,chrXq24,ENSG00000101883,300446
271,ADAMTS17,chr15q24,ENSG00000140470,607511
272,SNHG7,chr9q34.3,REPLACE_NULL,REPLACE_NULL
273,DHH,chr12q12-q13.1,ENSG00000139549,605423
274,ABRA,chr8q23.1,ENSG00000174429,609747
275,KLHDC1,chr14q22.1,ENSG00000197776,REPLACE_NULL
276,RICTOR,chr5p13.1,REPLACE_NULL,609022
277,PCDHGA4,chr5q31,REPLACE_NULL,606291
278,NETO1,chr18q22-q23,ENSG00000166342,607973
279,WWP2,chr16q22.1,ENSG00000198373,602308
280,ST7L,chr1p13.2,ENSG00000007341,REPLACE_NULL
281,C2orf15,chr2q11.2,ENSG00000170534,REPLACE_NULL
282,KCNH8,chr3p24.3,ENSG00000183960,REPLACE_NULL
283,MCF2L,chr13q34,ENSG00000126217,609499
284,SLCO6A1,chr5q21.1,ENSG00000205359,REPLACE_NULL
285,C3orf48,chr3p24.3,REPLACE_NULL,REPLACE_NULL
286,KLC3,chr19q13.2-q13.3,REPLACE_NULL,601334
287,CIB3,chr19p13.12,ENSG00000141977,REPLACE_NULL
288,IGSF4D,chr3p12.1,ENSG00000175161,609938
289,C9orf66,chr9p24.3,ENSG00000183784,REPLACE_NULL
290,HDAC9,chr7p21.1,ENSG00000048052,606543
291,SLC16A11,chr17p13.1,ENSG00000174326,REPLACE_NULL
292,TMEM67,chr8q22.1,ENSG00000164953,607361
293,HS6ST2,chrXq26.2,ENSG00000171004,300545
294,CAMKK1,chr17p13.2,ENSG00000004660,REPLACE_NULL
295,ZNF625,chr19p13.2,ENSG00000132010,REPLACE_NULL
296,ZNF563,chr19p13.2,ENSG00000188868,REPLACE_NULL
297,LIN9,chr1q42.12,REPLACE_NULL,609375
298,CLEC4D,chr12p13.31,ENSG00000166527,609964
299,SLC25A27,chr6p11.2-q12,ENSG00000153291,REPLACE_NULL
300,GPRC6A,chr6q22.2,ENSG00000173612,REPLACE_NULL
301,RAET1E,chr6q25.1,ENSG00000164520,609243
302,SLC44A5,chr1p31.1,ENSG00000137968,REPLACE_NULL
303,ZNF417,chr19q13.43,ENSG00000173480,REPLACE_NULL
304,ZNF781,chr19q13.12,ENSG00000196381,REPLACE_NULL
305,HELB,chr12q14.3,ENSG00000127311,REPLACE_NULL
306,TLOC1,chr3q26.2,ENSG00000008952,602173
307,TRDN,chr6q22-q23,ENSG00000186439,603283
308,SOCS4,chr14q22.3,ENSG00000180008,REPLACE_NULL
309,C8orf31,chr8q24.3,REPLACE_NULL,REPLACE_NULL
310,ZNF547,chr19q13.43,ENSG00000152433,REPLACE_NULL
311,SIM1,chr6q16.3-q21,ENSG00000112246,601665
312,PROM2,chr2q11.1,ENSG00000155066,REPLACE_NULL
313,TLR4,chr9q32-q33,ENSG00000136869,603030
314,TSNARE1,chr8q24.3,ENSG00000171045,REPLACE_NULL
315,CAPN13,chr2p22-p21,REPLACE_NULL,610228
316,FLJ32206,chr1p36.11,ENSG00000177493,REPLACE_NULL
317,SIGLEC10,chr19q13.3,ENSG00000142512,606091
318,RFX4,chr12q24,ENSG00000111783,603958
319,WFIKKN1,chr16p13.3,ENSG00000127578,608021
320,SENP1,chr12q13.1,ENSG00000079387,REPLACE_NULL
321,KLF14,chr7q32.2,REPLACE_NULL,609393
322,C9orf121,chr9q22.1,ENSG00000130045,REPLACE_NULL
323,BRS3,chrXq26-q28,ENSG00000102239,300107
324,C21orf86,chr21q22.3,ENSG00000184836,REPLACE_NULL
325,TXNDC10,chr18q22,REPLACE_NULL,REPLACE_NULL
326,ZNF396,chr18q12,ENSG00000186496,609600
327,SLC26A7,chr8q23,ENSG00000147606,608479
328,SNAG1,chr5q11.2,ENSG00000178996,REPLACE_NULL
329,TMEM23,chr10q11.2,REPLACE_NULL,REPLACE_NULL
330,FBXO39,chr17p13.2,ENSG00000177294,609106
331,B3GNT6,chr11q13.4,ENSG00000198488,REPLACE_NULL
332,DENND1B,chr1q31.3,ENSG00000162701,REPLACE_NULL
333,ZNF619,chr3p22.1,REPLACE_NULL,REPLACE_NULL
334,ICK,chr6p12.3-p11.2,REPLACE_NULL,REPLACE_NULL
335,C14orf54,chr14q23.3,ENSG00000172717,REPLACE_NULL
336,BCL2L14,chr12p13-p12,ENSG00000121380,606126
337,HS6ST3,chr13q32.1,ENSG00000185352,609401
338,SLC26A1,chr4p16.3,REPLACE_NULL,610130
339,CLDN15,chr7q11.22,ENSG00000106404,REPLACE_NULL
340,RAB42,chr1p35.3,ENSG00000188060,REPLACE_NULL
341,PTCHD1,chrXp22.11,ENSG00000165186,REPLACE_NULL
342,LOC130951,chr2p13.1,REPLACE_NULL,REPLACE_NULL
343,ZSCAN4,chr19q13.43,ENSG00000180532,REPLACE_NULL
344,FLJ32784,chr1p36.12,ENSG00000158816,REPLACE_NULL
345,TMEM148,chr16q24.1,REPLACE_NULL,REPLACE_NULL
346,HTR6,chr1p36-p35,ENSG00000158748,601109
347,MAGEB6,chrXp21.3,ENSG00000176746,300467
348,TCEB3C,chr18q21.1,ENSG00000206183,REPLACE_NULL
349,C1orf104,chr1q22,ENSG00000181363,REPLACE_NULL
350,CACNG6,chr19q13.4,ENSG00000130433,606898
351,FLJ36004,chr12p12.1,ENSG00000152936,REPLACE_NULL
352,C19orf23,chr19p13.3,REPLACE_NULL,REPLACE_NULL
353,C1orf125,chr1q25.2,ENSG00000162779,REPLACE_NULL
354,CXYorf2,chrXp22.33,REPLACE_NULL,REPLACE_NULL
355,CD200R1,chr3q13.2,ENSG00000163606,607546
356,C21orf89,chr21q22.3,REPLACE_NULL,REPLACE_NULL
357,ATOH7,chr10q21.3,ENSG00000179774,609875
358,LZTR2,chr1q25.2,ENSG00000120341,REPLACE_NULL
359,FAM123B,chrXq11.1,ENSG00000184675,REPLACE_NULL
360,NKX6-3,chr8p11.21,ENSG00000165066,REPLACE_NULL
361,C10orf27,chr10q22.1,ENSG00000166220,REPLACE_NULL
362,XTP7,chr19q13.32,ENSG00000130201,REPLACE_NULL
363,CABP4,chr11q13.1,ENSG00000175544,608965
364,TNFRSF13C,chr22q13.1-q13.31,ENSG00000159958,606269
365,CAMK2N2,chr3q27.1,ENSG00000163888,608721
366,C21orf99,chr21q11.2,ENSG00000155258,REPLACE_NULL
367,KCNG3,chr2p21,ENSG00000171126,606767
368,RP4-662A9.2,chr6q23.2,REPLACE_NULL,REPLACE_NULL
369,FOXP2,chr7q31,REPLACE_NULL,602081
370,B4GALNT2,chr17q21.32,ENSG00000167080,111730
371,FMR1NB,chrXq27.3-q28,ENSG00000176988,REPLACE_NULL
372,C1orf150,chr1q44,ENSG00000169224,REPLACE_NULL
373,SIGLEC11,chr19q13.33,ENSG00000161640,607157
374,IL23R,chr1p31.3,ENSG00000162594,607562
375,MAGEB18,chrXp21.3,ENSG00000176774,REPLACE_NULL
376,CD276,chr15q23-q24,ENSG00000103855,605715
377,IL29,chr19q13.13,ENSG00000182393,607403
378,MGC26744,chr4q21.3,ENSG00000163633,REPLACE_NULL
379,FIGNL1,chr7p12.2,ENSG00000132436,REPLACE_NULL
380,RIMS1,chr6q12-q13,ENSG00000079841,603649
381,PITPNM2,chr12q24.31,ENSG00000090975,608920
382,PCDH10,chr4q28.3,REPLACE_NULL,608286
383,MAP3K7IP3,chrXp21.2,ENSG00000157625,300480
384,MMEL1,chr1p36,ENSG00000142606,REPLACE_NULL
385,PDE8A,chr15q25.3,ENSG00000073417,602972
386,NALP6,chr11p15,ENSG00000174885,609650
387,C1orf62,chr1p13.3,ENSG00000162641,REPLACE_NULL
388,ZCCHC5,chrXq21.1,ENSG00000179300,REPLACE_NULL
389,TREX1,chr3p21.3-p21.2,ENSG00000164053,225750
390,ZIC5,chr13q32.3,ENSG00000139800,REPLACE_NULL
391,ANGPT1,chr8q22.3-q23,REPLACE_NULL,601667
392,TEDDM1,chr1q25.3,ENSG00000203730,REPLACE_NULL
393,FLJ30430,chr1q42.2,REPLACE_NULL,REPLACE_NULL
394,GABRG1,chr4p12,ENSG00000163285,137166
395,PANX2,chr22q13.33,REPLACE_NULL,608421
396,ZNF114,chr19q13.32,ENSG00000178150,603996
397,CCDC27,chr1p36.32,ENSG00000162592,REPLACE_NULL
398,C15orf26,chr15q25.1,ENSG00000156206,REPLACE_NULL
399,RBMY2FP,chrYq11.223,ENSG00000131003,REPLACE_NULL
400,NEUROD2,chr17q12,ENSG00000171532,601725
401,LOC439936,chr5p14.2,REPLACE_NULL,REPLACE_NULL
402,C8orf14,chr8p23-p22,ENSG00000170983,REPLACE_NULL
403,LOC200383,chr2p11.2,ENSG00000163544,REPLACE_NULL
404,LRRC15,chr3q29,ENSG00000172061,REPLACE_NULL
405,DCC1,chr8q24.12,REPLACE_NULL,REPLACE_NULL
406,C10orf93,chr10q26.3,ENSG00000171811,REPLACE_NULL
407,B3GNT7,chr2q37.1,ENSG00000156966,REPLACE_NULL
408,ZNF645,chrXp22.11,ENSG00000175809,REPLACE_NULL
409,ZMYM6,chr1p34.2,ENSG00000163867,REPLACE_NULL
410,SGCZ,chr8p22,ENSG00000185053,608113
411,LOC399978,chr11q24.3,REPLACE_NULL,REPLACE_NULL
412,WNT9B,chr17q21,ENSG00000158955,602864
413,TNRC5,chr6pter-p12.1,ENSG00000137161,REPLACE_NULL
414,SCAMP1,chr5q13.3-q14.1,ENSG00000085365,606911
415,MGC43122,chr2q37.1,ENSG00000181798,REPLACE_NULL
416,HAS3,chr16q22.1,ENSG00000103044,602428
417,FGF4,chr11q13.3,ENSG00000075388,164980
418,SLC30A8,chr8q24.11,ENSG00000164756,REPLACE_NULL
419,LOC142937,chr10p15.1,REPLACE_NULL,REPLACE_NULL
420,MGC42157,chr4p14,REPLACE_NULL,REPLACE_NULL
421,C11orf65,chr11q22.3,ENSG00000166323,REPLACE_NULL
422,C19orf16,chr19q13.42,REPLACE_NULL,REPLACE_NULL
423,OR5P2,chr11p15.4,ENSG00000183303,REPLACE_NULL
424,DYDC1,chr10q23.1,ENSG00000170788,REPLACE_NULL
425,IL27,REPLACE_NULL,ENSG00000197272,608273
426,IQCF1,chr3p21.1,ENSG00000173389,REPLACE_NULL
427,DEFB125,chr20p13,ENSG00000178591,REPLACE_NULL
428,WFDC10B,chr20q13.12,ENSG00000182931,REPLACE_NULL
429,DEFB105A,chr8p23.1,ENSG00000186599,REPLACE_NULL
430,PKHD1,chr6p12.2,ENSG00000170927,263200
431,PKD1L1,chr7p12.3,ENSG00000158683,609721
432,GPR112,chrXq26.3,ENSG00000156920,REPLACE_NULL
433,ODZ1,chrXq25,ENSG00000009694,300588
434,REXO1L1,chr8q21.2,REPLACE_NULL,REPLACE_NULL
435,TAF1L,chr9p21.1,REPLACE_NULL,607798
436,CNTNAP5,chr2q14.3,ENSG00000155052,REPLACE_NULL
437,RECQL4,chr8q24.3,ENSG00000160957,218600
438,GPR113,chr2p23.3,ENSG00000173567,REPLACE_NULL
439,TMC2,chr20p13,ENSG00000149488,606707
440,SMCR5,REPLACE_NULL,REPLACE_NULL,REPLACE_NULL
